season,week,home_team,away_team,div_game,home_short_week,away_short_week,home_bye,away_bye,off_epa_last3_diff,off_epa_last5_diff,off_epa_s2d_diff,def_epa_last3_diff,def_epa_last5_diff,def_epa_s2d_diff,off_success_last3_diff,off_success_last5_diff,off_success_s2d_diff,def_success_last3_diff,def_success_last5_diff,def_success_s2d_diff,point_diff_last3_diff,point_diff_last5_diff,point_diff_s2d_diff,turnover_margin_last3_diff,turnover_margin_last5_diff,turnover_margin_s2d_diff,explosive_rate_last3_diff,explosive_rate_last5_diff,explosive_rate_s2d_diff,third_down_rate_last3_diff,third_down_rate_last5_diff,third_down_rate_s2d_diff,sack_rate_last3_diff,sack_rate_last5_diff,sack_rate_s2d_diff,red_zone_td_rate_last3_diff,red_zone_td_rate_last5_diff,red_zone_td_rate_s2d_diff,plays_per_game_last3_diff,plays_per_game_last5_diff,plays_per_game_s2d_diff,rest_diff,home_team_win
2017,10,ARI,SEA,1,1,1,0,0,-0.19022266901557577,-0.16521708160180149,-0.12274097656772927,0.09676858994106105,0.16639103267001112,0.10501282587314104,-0.043462418447066054,-0.03857516169095021,-0.028301680764069248,0.08034728725736012,0.05919932674014111,0.035219595698449735,-11.666666666666668,-18.6,-12.75,-0.6666666666666666,-0.8,-1.0,0.007781144068757406,0.0062819343045022735,0.018626782234700212,-0.015949328449328504,-0.12326007326007338,-0.04400183150183151,0.0091112851073838,0.008619243591902803,0.010512933771933616,-0.18888888888888883,-0.02999999999999997,-0.06041666666666662,-11.999999999999993,-5.0,-1.75,0,0
2017,12,ARI,JAX,0,0,0,0,0,-0.09333317683879476,-0.16268622577501443,-0.15599005554181297,0.19454391446371722,0.2631061951327967,0.241673455091097,-0.014590999215942868,-0.023227117260062158,-0.02831423690939272,0.05761786135308228,0.04616468652697797,0.007402428496879998,-12.333333333333334,-16.4,-18.2,-1.0,-0.4,-1.5,0.024883264672890787,0.024173994909472696,0.01813738812812446,-0.03564814814814815,-0.039007936507936436,-0.010331335331335345,0.0005110473278889804,0.00206879796475401,0.019429885534687517,0.1611111111111112,0.12333333333333324,-0.08833333333333326,-12.666666666666657,-13.200000000000003,-3.299999999999997,0,1
2017,13,ARI,LA,1,0,0,0,0,-0.18191886156035708,-0.3239221885938262,-0.21524269869756701,-0.054486230468633844,0.037908987771001754,0.06496036236595445,-0.05072841922156984,-0.07533435281322198,-0.04787954383027487,-0.01042826779614714,0.011477412206786664,0.007056071326608737,-9.333333333333332,-23.599999999999998,-18.0,-1.0,-1.6,-1.1818181818181819,-0.05163441327824887,-0.05276475038934961,-0.02787412302062503,0.0694227341286166,-0.05768846478598799,-0.05812484885099578,-0.021026310067405955,-0.0024472311910376625,0.012225209678806324,0.14444444444444454,-0.09333333333333332,-0.034632034632034625,3.3333333333333357,-2.0,2.818181818181813,0,0
2017,14,ARI,TEN,0,0,0,0,0,-0.19243645269024492,-0.15132066222070778,-0.07742315888065514,-0.1016924472509717,-0.08544652317174713,0.010379938676920386,-0.05837945767504005,-0.0755599642332041,-0.045495771833384546,-0.016102645453380138,-0.026691223672472175,-0.021115601416388075,-5.0,-3.5999999999999996,-6.25,1.0,0.19999999999999996,-0.25,-0.04482431392981008,-0.04581174426134335,0.005236053663494722,-0.01190982220393988,0.012475318798848223,0.017484897999603843,0.012168892961196304,-0.008743021692297216,0.007827250324583111,0.0,-0.18666666666666676,-0.12916666666666654,9.333333333333336,7.399999999999999,5.166666666666671,0,1
2017,16,ARI,NYG,0,0,0,0,0,-0.16162535233959677,-0.07177105539936418,-0.0619769597699,-0.36116735779977516,-0.19579918251585673,-0.1279188800894768,-0.07471224368108575,-0.035246390956054474,-0.027827106062704055,-0.05569179695866355,-0.023328808935105694,-0.0327903066064652,5.333333333333333,3.2,2.571428571428571,1.3333333333333333,0.4,-0.07142857142857145,0.0398651239563156,0.032326101288278924,0.03648048142682844,-0.132073238652186,-0.011616276740115783,0.020854664402873258,0.08198881873683087,0.04127602332483058,0.016247227347014746,-0.22222222222222215,0.016666666666666552,-0.09890109890109894,-5.333333333333343,-2.799999999999997,1.5,0,1
2018,1,ARI,WAS,0,0,0,0,0,0.012410233320034436,0.014282646293169332,0.0,-0.03550467624690978,-0.111900977115935,0.0,0.017685765211080673,0.012214843579318901,0.0,0.01132412075850503,-0.006958042635440198,0.0,2.333333333333334,7.3999999999999995,0.0,-0.3333333333333333,0.6,0.0,-0.002930501858408069,0.016729271597805503,0.0,0.09357796199901461,0.07328963434226593,0.0,0.011550661704885105,0.03440721704760936,0.0,0.05555555555555547,0.033333333333333215,0.0,14.333333333333336,11.200000000000003,0.0,0,0
2018,3,ARI,CHI,0,0,0,0,0,-0.05001809303237187,-0.11067236756121482,-0.25203974219378383,0.19375128551107518,0.057969543588391875,0.29593916633708883,-0.0550356822722286,-0.0657134878395822,-0.12958252932217013,0.06142746208505212,0.035412081056131306,0.10852295950934465,-14.333333333333334,-6.4,-29.0,-1.0,-0.8,-1.0,-0.023911118231068715,-0.02691839919369926,-0.016576336597518365,-0.08368347338935575,-0.10750958278048062,-0.22671568627450978,-0.01144505876272164,-0.011157959951904613,-0.015196312447095732,0.0,0.0,0.0,-6.666666666666671,0.0,-17.0,1,0
2018,4,ARI,SEA,1,0,0,0,0,-0.19937261797586386,-0.13785818215123424,-0.1993726179758638,0.24544091599199874,0.11052752644127946,0.2454409159919987,-0.07271232769035008,-0.05804225044960826,-0.07271232769035013,0.0672181384156042,0.02549493208522885,0.06721813841560426,-18.333333333333332,-7.4,-18.333333333333332,-2.0,-2.0,-2.0,-0.042481471325576614,-0.037889995811033195,-0.04248147132557663,-0.11527777777777784,-0.02998917748917751,-0.11527777777777773,-0.030649920523437575,-0.03193148833145459,-0.030649920523437603,-0.11111111111111105,-0.4666666666666668,-0.33333333333333337,-13.333333333333329,-3.0,-13.333333333333329,0,0
2018,7,ARI,DEN,0,1,1,0,0,-0.21756944275732573,-0.25554812044944586,-0.23442448500483098,-0.2907295472754977,-0.17826694173231727,-0.10882874421694985,-0.08508665658654047,-0.11430177156026078,-0.10859570287973808,-0.035861044219605454,-0.020402378460993464,0.009451744402898532,7.333333333333334,-0.39999999999999947,-3.833333333333333,1.3333333333333333,0.8,0.5,-0.02300966088405139,-0.04892580860312114,-0.05220941566599965,-0.050288600288600244,-0.10588744588744589,-0.12296176046176044,-0.01456093266518154,-0.00037979571551509383,0.00390463646800758,0.19444444444444436,0.24999999999999994,0.08333333333333337,-11.666666666666664,-13.800000000000004,-15.000000000000007,0,0
2018,8,ARI,SF,1,0,0,1,0,-0.24792517228011238,-0.2529976541957446,-0.24003439658453338,-0.12990097893553382,-0.14560315102686675,-0.03584095920501383,-0.09888601685334891,-0.12306244142758638,-0.11465334282797446,-0.03101687757904542,-0.034559798163527944,0.01911835461101863,2.333333333333334,3.0,-4.571428571428571,4.0,2.0,1.5714285714285714,-0.05755437007705609,-0.05331793278069695,-0.0636254272502336,-0.19915683445095206,-0.10393854511501571,-0.1145764832739623,-0.00443332294511966,0.0016882709625488518,-0.01142319829747819,-0.05555555555555547,0.016666666666666496,0.11904761904761907,-13.999999999999993,-12.200000000000003,-12.42857142857143,3,1
2018,11,ARI,LV,0,0,0,0,0,-0.26870944285743753,-0.19660973535283272,-0.2136591346789183,-0.28168256031996947,-0.3421131865806365,-0.216859373557819,-0.033312688741283736,-0.05190910782583935,-0.10100035117365874,-0.07668391336537844,-0.05751365763923921,-0.004099152050060895,5.000000000000002,11.0,2.666666666666668,-2.333333333333333,0.20000000000000007,-0.11111111111111116,-0.062353371098524124,-0.030360964969758902,-0.036934418222005036,0.04365079365079366,-0.08047619047619053,-0.10180236430236428,-0.0006906427842544027,-0.015619015556033594,-0.002455477762618473,0.5555555555555556,0.5333333333333332,0.37089947089947084,12.333333333333329,6.799999999999997,-5.888888888888893,0,0
2018,14,ARI,DET,0,0,0,0,0,-0.03367670985529962,0.006004645773421635,-0.21488725540570328,0.08359278123309859,0.007192683196531782,-0.05744511013457181,-0.05799506273296595,-0.026694760662822226,-0.05653432507404643,0.050788977691493764,0.02990977952954993,0.005499729113551843,-4.666666666666667,0.8000000000000007,-6.083333333333333,-0.6666666666666666,-0.7999999999999999,-0.08333333333333337,-0.014354462741559507,-0.00011865145269980559,-0.03288460257705794,0.04451104451104454,0.10575424575424575,-0.07018224830724834,-0.002999554209231599,-0.0230648044044216,0.0009180029984088012,0.277777777777778,0.2999999999999999,0.26527777777777767,-13.0,-9.799999999999997,-9.583333333333329,0,0
2018,16,ARI,LA,1,0,0,0,0,-0.07434064757235226,-0.24147961696887835,-0.3959984435173275,0.09705309862885082,0.059016278268311254,0.029335690120993255,-0.09788644734417967,-0.12662326164036686,-0.1494189021574044,0.021781030285128677,0.006955664096166658,0.020518783984248834,-11.666666666666668,-16.0,-20.0,-0.33333333333333337,-1.4,-1.4285714285714284,0.011645934553651746,-0.025200950908375416,-0.08042812706341897,-0.01583139083139068,-0.059715284715284755,-0.11596898666226396,0.0274691597363926,0.009370722292705837,0.01906283933535926,0.30555555555555575,0.13571428571428557,0.1536848072562358,-3.6666666666666643,-10.200000000000003,-9.42857142857143,0,0
2019,3,ARI,CAR,0,0,0,0,1,-0.013347781388605831,-0.03946215866727791,0.193126242720339,0.04751665037144313,0.11403782786760455,0.06934245290751678,-0.07095125044618422,-0.06531962988320761,-0.024639545352534264,0.002499083304036809,0.05014953998420185,0.006689801426643549,-6.333333333333334,-10.0,1.5,0.3333333333333333,0.20000000000000007,1.5,-0.012142800487152897,0.021887346044862824,0.016853672572438055,-0.10138880727116018,-0.17164913517854694,-0.03896103896103892,0.03489446377857396,0.03880102649563786,0.01354079069048536,-0.2499999999999999,-1.1102230246251565e-16,-0.25,-0.6666666666666714,-4.799999999999997,0.5,-3,0
2019,4,ARI,SEA,1,0,0,0,0,0.02400646607841837,-0.05209835603645684,0.024006466078418397,0.1511202837566782,0.18737615280167297,0.15112028375667816,0.015906761713205986,-0.011477283616058598,0.015906761713205875,0.002859902395506153,0.064046943768306,0.002859902395506153,-7.0,-9.4,-7.0,0.0,-0.4,0.0,-0.036102066804444194,-0.014096331197002904,-0.036102066804444194,0.004392666157372105,-0.0018540283246165634,0.004392666157372049,0.027436054345130224,0.026313806987554395,0.02743605434513021,-0.4166666666666667,-0.4166666666666667,-0.41666666666666663,6.333333333333336,4.599999999999994,6.333333333333336,0,0
2019,6,ARI,ATL,0,0,0,0,0,-0.09209966613529375,-0.0032146278221800023,-0.0032146278221800197,-0.09610397477300464,-0.03653438257502345,-0.03653438257502345,0.003770070138315873,0.0035147825133097776,0.0035147825133097776,0.016748012195864914,0.023480887983642174,0.023480887983642174,2.0,2.4000000000000004,2.4000000000000004,0.33333333333333337,0.9999999999999999,0.9999999999999999,-0.0015175743651530682,-0.0023477911899162374,-0.0023477911899162374,-0.13178643252172667,-0.07089004133121779,-0.07089004133121779,0.032253947083478354,0.027584135900398397,0.027584135900398384,-0.22222222222222204,-0.23333333333333345,-0.23333333333333334,1.6666666666666714,2.5999999999999943,2.5999999999999943,0,1
2019,9,ARI,SF,1,1,1,0,0,-0.004932662219560698,0.010583204714516584,-0.0467457045483526,0.5722236387003625,0.5519341888823729,0.5015452238402027,-0.012162187810123348,0.0032057621070615827,-0.02437067534561338,0.1333995515550393,0.18004690902474185,0.145621741974723,-25.0,-24.2,-25.196428571428573,1.0,0.39999999999999997,-0.17857142857142855,0.024512417084960617,0.020050989965712807,-0.008986857776409979,-0.08232570806100209,-0.07951197495315138,-0.08698462485227187,0.002549997423301892,0.009520114040445601,0.028991850386034048,-0.21666666666666662,-0.2633333333333334,-0.15029761904761907,-9.333333333333336,-8.000000000000007,-2.625,0,0
2019,13,ARI,LA,1,0,0,1,0,0.3094229240712467,0.032531767065113536,0.07128873095585865,0.12966271761826315,0.12870895261630017,0.16767247677121375,0.044430681891986235,-0.0076424608670005445,-0.0016951218165740523,0.04548303255471636,0.039655348740464336,0.055244046352501686,6.000000000000001,-7.800000000000001,-6.818181818181818,2.0,1.6,0.8181818181818181,0.00675801885265262,-0.01644975192048012,-0.0036182935711170094,0.0187830687830689,-0.06975579975579976,0.012612135339408082,0.0180218174873025,0.03403617282876432,0.025151957119323932,0.3055555555555557,-0.016666666666666774,-0.1303030303030303,3.6666666666666643,-2.6000000000000014,-0.36363636363636687,8,0
2019,14,ARI,PIT,0,0,0,0,0,0.015167121574622633,0.09234421834888104,0.12658784806760306,0.28012624806465725,0.35348196759929773,0.2723995167993592,-0.019635096747074476,0.03452271516860589,0.03228152942566481,0.11364729180356936,0.08857076578250761,0.07614069399579276,-13.0,-14.2,-8.916666666666666,0.6666666666666666,0.2,-0.6666666666666667,-0.022814843252111902,0.013688743818481397,0.0249281256850616,-0.11349067599067594,-0.12418414918414916,-0.01780931486813836,0.022080723128449213,0.02899461598259577,0.03028349884756193,0.19444444444444436,0.09999999999999992,0.048611111111111105,2.0,-4.0,4.0,0,0
2019,15,ARI,CLE,0,0,0,0,0,-0.32063771120395484,-0.1272857609116386,0.03993380358336066,0.0829742368950094,0.19474283378167476,0.13989167870610136,-0.07201417693188233,-0.02810485304461141,0.016682407579254377,0.04214363900690338,0.027021188589135103,0.050489498929226106,-20.333333333333336,-16.8,-6.461538461538462,-0.3333333333333333,-0.8,0.38461538461538464,-0.10698463408792443,-0.053184907667360365,-0.025389124583719697,-0.19972804972804958,-0.19756410256410256,-0.01662315813899523,0.045490548453909214,0.03617011417398662,0.01614926065252839,0.06666666666666676,-0.07666666666666677,-0.10128205128205137,0.0,-3.3999999999999986,0.5384615384615401,0,1
