team,season,week,off_epa,off_epa_last3,off_epa_last5,off_epa_s2d,def_epa,def_epa_last3,def_epa_last5,def_epa_s2d,off_success,off_success_last3,off_success_last5,off_success_s2d,def_success,def_success_last3,def_success_last5,def_success_s2d,turnover_margin,turnover_margin_last3,turnover_margin_last5,turnover_margin_s2d,third_down_rate,third_down_rate_last3,third_down_rate_last5,third_down_rate_s2d,sack_rate,sack_rate_last3,sack_rate_last5,sack_rate_s2d,explosive_rate,explosive_rate_last3,explosive_rate_last5,explosive_rate_s2d,red_zone_td_rate,red_zone_td_rate_last3,red_zone_td_rate_last5,red_zone_td_rate_s2d,plays_per_game,plays_per_game_last3,plays_per_game_last5,plays_per_game_s2d,opponent,points_for,points_allowed,rest,div_game,is_home,point_diff,point_diff_last5,point_diff_last3,point_diff_s2d
ARI,2016,12,-0.031556278609589115,-0.15306182157035597,-0.07497627644623506,-0.04723864253719954,0.12250109438300516,-0.058876666876667684,-0.12783713136081779,-0.11306642140046672,0.4032258064516129,0.43749811832003616,0.4498844919070543,0.438363092647679,0.5692307692307692,0.39812738426641925,0.381116646484278,0.38787369598124055,0.0,-2.0,-0.8,-0.3,0.36363636363636365,0.3803418803418803,0.43253413253413253,0.4198613886113886,0.03225806451612903,0.06920568016458427,0.05041229698763946,0.043856166259303594,0.1774193548387097,0.15313362436650105,0.13103050141728628,0.13546524307388974,0.6666666666666666,0.5833333333333334,0.55,0.5683333333333334,62,69.33333333333333,73.2,70.6,ATL,19.0,38.0,7,0,0,-19.0,2.4,-4.333333333333333,3.6
ARI,2016,13,0.2110759215435748,-0.13312831675844425,-0.11783439108562269,-0.04581297308923495,0.05977640760966452,-0.012468044551774768,-0.050044851868311466,-0.09165119269287837,0.4857142857142857,0.42318877175262504,0.4275884767267887,0.43516879390258206,0.44642857142857145,0.44203764067667567,0.43342433879197023,0.4043607026402886,2.0,-1.6666666666666667,-1.2,-0.2727272727272727,0.625,0.3904428904428905,0.3961704961704961,0.4147500227045681,0.02857142857142857,0.03893272731098626,0.05686390989086526,0.04280179337356045,0.11428571428571428,0.1661195631588915,0.15180849003208702,0.1392792532343279,0.6666666666666666,0.47222222222222215,0.4833333333333333,0.5772727272727273,70,68.33333333333333,72.0,69.81818181818181,WAS,31.0,23.0,7,0,1,8.0,-6.4,-7.333333333333333,1.5454545454545454
ARI,2016,14,-0.2268286396893702,-0.017604299638270288,-0.05593316435541644,-0.024405565203167473,-0.12786343194416633,0.017605975376007287,0.0011295002725333347,-0.0790322260009998,0.4444444444444444,0.4344086021505376,0.44028688942520133,0.439380918220224,0.3684210526315789,0.4706285852512268,0.44200829869171965,0.40786635837264557,-2.0,0.3333333333333333,-0.8,-0.08333333333333333,0.3076923076923077,0.4321095571095572,0.4259324009324009,0.43227085414585414,0.047619047619047616,0.03932411674347158,0.053689306716262084,0.04161592964004946,0.07936507936507936,0.14485407066052228,0.15022118844478544,0.13719645832194344,0.6666666666666666,0.611111111111111,0.6166666666666666,0.5847222222222223,63,67.33333333333333,68.0,69.83333333333333,MIA,23.0,26.0,7,0,0,-3.0,-4.8,-5.666666666666667,2.0833333333333335
ARI,2016,15,0.21354140886472203,-0.015769665585128174,-0.08302753368422564,-0.039976570932875384,0.2031691014972973,0.018138023349501115,-0.021098231597965214,-0.0827884726120126,0.5892857142857143,0.44446151220344765,0.439945009083321,0.4397704202374717,0.5061728395061729,0.4613601310969732,0.42819250921803553,0.4048321040848712,-1.0,0.0,-1.0,-0.23076923076923078,0.5,0.4321095571095572,0.4208041958041958,0.42268788903404286,0.017857142857142856,0.03614951356886841,0.03859773162468699,0.04207770794612624,0.14285714285714285,0.1236900494965011,0.1384018966254936,0.13274789070987697,1.0,0.6666666666666666,0.5499999999999999,0.5910256410256409,56,65.0,67.6,69.3076923076923,NO,41.0,48.0,7,0,1,-7.0,-3.4,-4.666666666666667,1.6923076923076923
ARI,2016,16,0.0908979384359624,0.06592956357297554,-0.0132200259478918,-0.021868143804475566,-0.01364148246677364,0.045027359054265165,0.02562471913623058,-0.06236293160420475,0.44642857142857145,0.5064814814814814,0.4673911930363543,0.4504500840980605,0.3924050632911392,0.44034082118877443,0.4572959295782864,0.41207072804353556,0.0,-0.3333333333333333,-0.4,-0.2857142857142857,0.1111111111111111,0.47756410256410264,0.4208041958041958,0.42821018267446836,0.017857142857142856,0.03134920634920635,0.03668970814132104,0.04034766758262743,0.16071428571428573,0.11216931216931218,0.1313568868407578,0.1334699801489674,1.0,0.7777777777777778,0.7,0.6202380952380953,56,63.0,64.2,68.35714285714286,SEA,34.0,31.0,6,1,0,3.0,-5.4,-0.6666666666666666,1.0714285714285714
ARI,2016,17,0.032576602152214175,0.025870235870438078,0.05142607010905999,-0.014350404988446364,-0.7962772163639124,0.020554729028785777,0.04878833781580541,-0.05911483499504268,0.3880597014925373,0.49338624338624343,0.4738197644649258,0.4501819832534279,0.2807017543859649,0.42233298514296375,0.4565316592176464,0.4107596837267092,1.0,-1.0,-0.2,-0.26666666666666666,0.2857142857142857,0.3062678062678063,0.38148795648795647,0.4070702445702446,0.014925373134328358,0.02777777777777778,0.028832565284178192,0.03884829926759513,0.14925373134328357,0.12764550264550265,0.13492831541218636,0.1352862671866553,0.6,0.8888888888888888,0.7999999999999999,0.6455555555555555,67,58.333333333333336,61.4,67.53333333333333,LA,44.0,6.0,8,1,0,38.0,-3.6,-2.3333333333333335,1.2
ARI,2017,1,-0.284850697220739,0.11233864981763288,0.06425264626142065,,-0.1380092866609023,-0.20224986577779624,-0.1349673243335781,,0.39705882352941174,0.474591329068941,0.4707865434731106,,0.39436619718309857,0.3930932190610923,0.39882585624868544,,-3.0,0.0,0.0,,0.4,0.298941798941799,0.3659035409035409,,0.014705882352941176,0.01687988628287136,0.025366027007818055,,0.08823529411764706,0.15094171997157071,0.12929519071310117,,0.5,0.8666666666666667,0.7866666666666666,,68,59.666666666666664,62.4,,DET,23.0,35.0,7,0,0,-12.0,7.8,11.333333333333334,
ARI,2017,2,-0.04218540370940972,-0.05379205221085415,-0.03493267749144212,-0.284850697220739,-0.15061040637606232,-0.3159759951638627,-0.17452446318769144,-0.1380092866609023,0.390625,0.4105156988168402,0.4530554510361358,0.39705882352941174,0.37142857142857144,0.35582433828673427,0.3884133813995909,0.39436619718309857,0.0,-0.6666666666666666,-1.0,-3.0,0.4,0.2656084656084656,0.3209035409035409,0.4,0.0625,0.015829466114804132,0.022592917764120573,0.014705882352941176,0.203125,0.13273443705840546,0.12408510667948772,0.08823529411764706,0.0,0.7000000000000001,0.7533333333333333,0.5,64,63.666666666666664,62.0,68.0,IND,16.0,13.0,7,0,0,3.0,3.8,9.666666666666666,-12.0
ARI,2017,3,-0.0641014437320275,-0.09815316625931152,0.0019959697045499798,-0.16351805046507437,0.09559513805222443,-0.36163230313362565,-0.17907385807407064,-0.1443098465184823,0.37333333333333335,0.3919145083406497,0.44229156214724696,0.39384191176470584,0.36363636363636365,0.34883217433254493,0.3890148851589894,0.382897384305835,0.0,-0.6666666666666666,-0.6,-1.5,0.4444444444444444,0.36190476190476195,0.33936507936507937,0.4,0.08,0.030710418495756512,0.02556910824031105,0.03860294117647059,0.14666666666666667,0.14687134182031023,0.14883709080647184,0.14568014705882354,0.25,0.3666666666666667,0.6199999999999999,0.25,75,66.33333333333333,62.2,66.0,DAL,17.0,28.0,8,0,1,-11.0,5.0,9.666666666666666,-4.5
ARI,2017,4,-0.0986329805689307,-0.13037918155405875,-0.053532600814799935,-0.13037918155405875,-0.12626957227075633,-0.0643415183282467,-0.20058865076308519,-0.06434151832824674,0.4230769230769231,0.3870057189542484,0.3991010859567708,0.3870057189542484,0.35443037974683544,0.3764770440826779,0.3605075899850275,0.3764770440826779,0.0,-1.0,-0.4,-1.0,0.3125,0.4148148148148149,0.3282539682539683,0.4148148148148148,0.07692307692307693,0.05240196078431373,0.03799767966888248,0.05240196078431373,0.1282051282051282,0.1460089869281046,0.1495989955683766,0.14600898692810457,0.25,0.25000000000000006,0.4699999999999999,0.25,78,69.0,66.0,69.0,SF,18.0,15.0,6,1,1,3.0,4.2,-6.666666666666667,-6.666666666666667
ARI,2017,5,-0.11383358540844316,-0.06830660933678931,-0.09143878461577855,-0.12244263130777674,0.18116866054517788,-0.060428280198198035,-0.22311426872388176,-0.07982353181387412,0.35,0.3956784188034188,0.39443075628644114,0.396023519984917,0.3709677419354839,0.36316510493725684,0.35291265327616683,0.37096537799871726,0.0,0.0,-0.4,-0.75,0.2857142857142857,0.3856481481481482,0.36853174603174604,0.3892361111111111,0.03333333333333333,0.07314102564102565,0.049810866482069296,0.05853223981900453,0.13333333333333333,0.15933226495726496,0.1430971640665451,0.14155802224736047,1.0,0.1666666666666667,0.31999999999999995,0.25,60,72.33333333333333,70.4,71.25,PHI,7.0,34.0,7,0,0,-27.0,4.2,-1.6666666666666667,-4.25
ARI,2017,6,0.030925947407094496,-0.09218933656980044,-0.12072082212791,-0.12072082212791002,0.07504656826709877,0.050164742108882034,-0.0276250933420637,-0.02762509334206372,0.5454545454545454,0.3821367521367522,0.38681881598793366,0.38681881598793366,0.4411764705882353,0.3630114951062277,0.3709658507860706,0.3709658507860706,0.0,0.0,-0.6,-0.6,0.5,0.34755291005291006,0.368531746031746,0.368531746031746,0.03636363636363636,0.06341880341880342,0.05349245852187029,0.05349245852187029,0.2727272727272727,0.13606837606837607,0.13991308446455505,0.13991308446455505,0.8,0.5,0.3999999999999999,0.4,55,71.0,69.0,69.0,TB,38.0,33.0,7,0,1,5.0,-8.8,-11.666666666666666,-8.8
ARI,2017,7,-0.38355812758821084,-0.06051353952342645,-0.0575654932023433,-0.0954463605387426,0.18927859571927344,0.04331521884717349,0.014986077643536511,-0.01051314974053664,0.2765957446808511,0.43951048951048954,0.4164979603729604,0.4132581042323689,0.44155844155844154,0.3888581974235182,0.38032790546709794,0.38266762075309807,-1.0,0.0,0.0,-0.5,0.25,0.3660714285714286,0.388531746031746,0.3904431216931217,0.06382978723404255,0.048873348873348876,0.057824009324009315,0.050637654828831306,0.1276595744680851,0.17808857808857806,0.17681148018648019,0.16204878250834134,0.0,0.6833333333333335,0.45999999999999996,0.4666666666666666,47,64.33333333333333,66.4,66.66666666666667,LA,0.0,33.0,7,1,0,-33.0,-5.4,-6.333333333333333,-6.5
ARI,2017,9,-0.09125647519602866,-0.15548858852985317,-0.12584003797810353,-0.13660518440295236,-0.31216692073066193,0.14849794151051673,0.08296387806260366,0.01802852818229337,0.35714285714285715,0.39068343004513223,0.3936921093091306,0.3937349100107235,0.3698630136986301,0.41790088469405356,0.394353879493072,0.3910805951538614,0.0,-0.3333333333333333,-0.2,-0.5714285714285714,0.4375,0.3452380952380953,0.358531746031746,0.3703798185941043,0.0,0.04450891897700409,0.05808996677081783,0.05252224517243291,0.12857142857142856,0.17790672684289707,0.1617183950800972,0.15713603850259045,0.4,0.6000000000000001,0.45999999999999996,0.39999999999999997,70,54.0,63.0,63.857142857142854,SF,20.0,10.0,14,1,0,10.0,-12.6,-18.333333333333332,-10.285714285714286
ARI,2017,10,-0.22359855664283834,-0.14796288512571498,-0.13127104427090375,-0.13093659575208688,-0.0211603700743896,-0.01594725224809655,0.0014114663060263988,-0.023245902931826042,0.3287671232876712,0.3930643824260846,0.39045401407103536,0.38916090340224024,0.3275862068965517,0.4175326419484356,0.3955992095055253,0.3884283974719575,-1.0,-0.3333333333333333,-0.2,-0.5,0.4,0.3958333333333333,0.3571428571428571,0.37876984126984126,0.0273972602739726,0.03339780786589298,0.04208996677081783,0.045956964525878795,0.0958904109589041,0.1763194252555955,0.15809934746104956,0.15356546226119522,0.6666666666666666,0.4000000000000001,0.48999999999999994,0.4,73,57.333333333333336,62.0,64.625,SEA,16.0,22.0,4,1,1,-6.0,-8.4,-6.0,-7.75
ARI,2017,11,-0.1793620528311564,-0.2328043864756926,-0.15626415948568528,-0.1412323691843926,0.0019437782271446485,-0.04801623169525932,0.02243330674529974,-0.02301417705877755,0.37037037037037035,0.3208352417037932,0.371592054113185,0.3824504833895104,0.43283582089552236,0.37966922071787446,0.39023037493546847,0.3816681540746902,0.0,-0.6666666666666666,-0.4,-0.5555555555555556,0.3,0.3625,0.3746428571428571,0.3811287477954145,0.037037037037037035,0.030409015836005054,0.032184803440996966,0.04389477516455589,0.12962962962962962,0.11737380466613927,0.15163640401180475,0.14715712322760732,1.0,0.3555555555555556,0.5733333333333333,0.42962962962962964,54,63.333333333333336,61.0,65.55555555555556,HOU,21.0,31.0,10,0,0,-10.0,-10.2,-9.666666666666666,-7.555555555555555
